AUN,Name,Type,County,Race,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total,District,Majority
128030603,Apollo-Ridge SD,SD,Armstrong,Black or African American,0,0,0,0,0,0,0,0,*,0,0,*,*,*,0,*,*,0,*,0,*,*,Columbia Borough SD,White
128030603,Apollo-Ridge SD,SD,Armstrong,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,*,*,*,*,*,*,*,*,18,Columbia-Montour AVTS,White
128030603,Apollo-Ridge SD,SD,Armstrong,Multi-Racial,0,0,*,0,0,0,0,0,*,*,*,*,*,*,0,*,*,*,*,*,*,54,Commodore Perry SD,White
128030603,Apollo-Ridge SD,SD,Armstrong,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commonwealth Charter Academy CS,White
128030603,Apollo-Ridge SD,SD,Armstrong,White,0,0,19,0,0,0,0,0,73,82,85,81,73,64,89,85,89,88,90,55,56,"1,029",Community Academy of Philadelphia CS,Hispanic
108000000,Appalachia IU 8,IU,Blair,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,Conemaugh Township Area SD,White
108000000,Appalachia IU 8,IU,Blair,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,Conemaugh Valley SD,White
108000000,Appalachia IU 8,IU,Blair,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,17,Conestoga Valley SD,White
108000000,Appalachia IU 8,IU,Blair,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,*,*,Conewago Valley SD,White
108000000,Appalachia IU 8,IU,Blair,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*,*,*,*,Conneaut SD,White
108000000,Appalachia IU 8,IU,Blair,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connellsville Area Career & Technical Ce,White
108000000,Appalachia IU 8,IU,Blair,White,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,10,15,22,18,22,42,145,Connellsville Area SD,White
128000000,ARIN IU 28,IU,Indiana,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Conrad Weiser Area SD,White
128000000,ARIN IU 28,IU,Indiana,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cornell SD,White
128000000,ARIN IU 28,IU,Indiana,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,Cornwall-Lebanon SD,White
128000000,ARIN IU 28,IU,Indiana,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corry Area SD,White
128000000,ARIN IU 28,IU,Indiana,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coudersport Area SD,White
128000000,ARIN IU 28,IU,Indiana,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Rock SD,White
128000000,ARIN IU 28,IU,Indiana,White,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,*,*,*,*,0,*,38,Cranberry Area SD,White
128030852,Armstrong SD,SD,Armstrong,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,Crawford Central SD,White
128030852,Armstrong SD,SD,Armstrong,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,*,*,*,*,16,Crawford County CTC,White
128030852,Armstrong SD,SD,Armstrong,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,65,Crestwood SD,White
128030852,Armstrong SD,SD,Armstrong,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,65,Crispus Attucks CS,Hispanic
128030852,Armstrong SD,SD,Armstrong,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,*,*,0,0,0,42,CTC of Lackawanna County,White
128030852,Armstrong SD,SD,Armstrong,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cumberland Perry Area Career & Technical,White
128030852,Armstrong SD,SD,Armstrong,White,0,0,0,0,0,0,0,0,317,330,330,315,353,377,371,421,383,403,426,253,221,"4,500",Cumberland Valley SD,White
121395927,Arts Academy CS,CS,Lehigh,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,Curwensville Area SD,White
121395927,Arts Academy CS,CS,Lehigh,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,*,Dallas SD,White
121395927,Arts Academy CS,CS,Lehigh,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,*,14,19,15^,0,0,0,0,46,Dallastown Area SD,White
121395927,Arts Academy CS,CS,Lehigh,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,51,41,0,0,0,0,141,Daniel Boone Area SD,White
121395927,Arts Academy CS,CS,Lehigh,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,*,11,*,*,0,0,0,0,29,Danville Area SD,White
121395927,Arts Academy CS,CS,Lehigh,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danville Ctr Adolescent Female,Black or African American
121395927,Arts Academy CS,CS,Lehigh,White,0,0,0,0,0,0,0,0,0,0,0,0,0,*,31,30^,31,0,0,0,0,92,Dauphin County Technical School,White
121399898,Arts Academy Elementary CS,CS,Lehigh,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deep Roots CS,Hispanic
121399898,Arts Academy Elementary CS,CS,Lehigh,Asian,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,*,Deer Lakes SD,White
121399898,Arts Academy Elementary CS,CS,Lehigh,Black or African American,0,0,0,0,0,0,0,0,17,16,11,14,21,15,0,0,0,0,0,0,0,94,Delaware County IU 25,Black or African American
121399898,Arts Academy Elementary CS,CS,Lehigh,Hispanic,0,0,0,0,0,0,0,0,38,42,50,36,46,36,0,0,0,0,0,0,0,248,Delaware County Technical High School,White
121399898,Arts Academy Elementary CS,CS,Lehigh,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,0,0,0,0,0,0,25,Delaware Valley SD,White
121399898,Arts Academy Elementary CS,CS,Lehigh,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Derry Area SD,White
121399898,Arts Academy Elementary CS,CS,Lehigh,White,0,0,0,0,0,0,0,0,*,*,*,10,*,*,0,0,0,0,0,0,0,44,Derry Township SD,White
181519176,ASPIRA Bilingual Cyber CS,Cyber CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discovery CS,Black or African American
181519176,ASPIRA Bilingual Cyber CS,Cyber CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,*,0,0,*,*,0,0,*,*,*,*,*,*,14,Donegal SD,White
181519176,ASPIRA Bilingual Cyber CS,Cyber CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,12,12,*,12,*,16,27,48,160,Dover Area SD,White
181519176,ASPIRA Bilingual Cyber CS,Cyber CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,10,22,21,21,22,41,37,38,52,82,96,112,135,689,Downingtown Area SD,White
181519176,ASPIRA Bilingual Cyber CS,Cyber CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,Dr Robert Ketterer CS Inc,White
181519176,ASPIRA Bilingual Cyber CS,Cyber CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DuBois Area SD,White
181519176,ASPIRA Bilingual Cyber CS,Cyber CS,Philadelphia,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,*,0,*,Dunmore SD,White
117080503,Athens Area SD,SD,Bradford,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,Duquesne City SD,Black or African American
117080503,Athens Area SD,SD,Bradford,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,0,*,*,*,*,*,*,0,25,East Allegheny SD,White
117080503,Athens Area SD,SD,Bradford,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,*,*,*,36,East Lycoming SD,White
117080503,Athens Area SD,SD,Bradford,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,10,12,*,*,*,*,*,*,70,East Penn SD,White
117080503,Athens Area SD,SD,Bradford,Multi-Racial,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,44,East Pennsboro Area SD,White
117080503,Athens Area SD,SD,Bradford,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0,*,0,*,East Stroudsburg Area SD,White
117080503,Athens Area SD,SD,Bradford,White,0,0,0,0,0,0,0,0,139,165,145,135,133,146,140,120,146,156,144,155,166,"1,890",Eastern Center for Arts & Technology,White
109530304,Austin Area SD,SD,Potter,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eastern Lancaster County SD,White
109530304,Austin Area SD,SD,Potter,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eastern Lebanon County SD,White
109530304,Austin Area SD,SD,Potter,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eastern Westmoreland CTC,White
109530304,Austin Area SD,SD,Potter,Hispanic,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,Eastern York SD,White
109530304,Austin Area SD,SD,Potter,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easton Area SD,White
109530304,Austin Area SD,SD,Potter,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,Easton Arts Academy Elementary CS,Black or African American
109530304,Austin Area SD,SD,Potter,White,0,0,*,0,0,0,0,0,10,*,*,*,16,10,*,15,14,14,17,15,15,167,Elizabeth Forward SD,White
101630504,Avella Area SD,SD,Washington,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elizabethtown Area SD,White
101630504,Avella Area SD,SD,Washington,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elk Lake SD,White
101630504,Avella Area SD,SD,Washington,Black or African American,0,0,0,0,0,0,0,0,*,0,0,0,*,0,0,0,0,0,0,0,0,*,Ellwood City Area SD,White
101630504,Avella Area SD,SD,Washington,Hispanic,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*,0,*,Environmental CS at Frick Park,White
101630504,Avella Area SD,SD,Washington,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,0,0,0,*,13,Ephrata Area SD,White
101630504,Avella Area SD,SD,Washington,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erie City SD,White
101630504,Avella Area SD,SD,Washington,White,0,0,0,0,0,0,0,0,34,38,42,26,36,32,32,44,33,38,34,39,38,466,Erie County Technical School,White
124150003,Avon Grove CS,CS,Chester,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,0,*,Erie Rise Leadership Academy CS,Black or African American
124150003,Avon Grove CS,CS,Chester,Asian,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,0,*,*,*,*,*,32,Esperanza Academy CS,Hispanic
124150003,Avon Grove CS,CS,Chester,Black or African American,0,0,0,0,0,0,0,0,*,11,*,25,*,11,*,12,*,*,*,10,*,123,Esperanza Cyber CS,Hispanic
124150003,Avon Grove CS,CS,Chester,Hispanic,0,0,0,0,0,0,0,0,30,44,40,27,19,33,19,21,21,14,15,21,10,314,Eugenio Maria De Hostos CS,Hispanic
124150003,Avon Grove CS,CS,Chester,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,12,*,*,*,*,*,*,87,Everett Area SD,White
124150003,Avon Grove CS,CS,Chester,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Evergreen Community CS,White
124150003,Avon Grove CS,CS,Chester,White,0,0,0,0,0,0,0,0,105,122,120,120,113,101,113,101,105,89,85,65,87,"1,326",Executive Education Academy CS,Hispanic
124150503,Avon Grove SD,SD,Chester,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,0,*,0,*,0,0,0,0,0,0,*,Exeter Township SD,White
124150503,Avon Grove SD,SD,Chester,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,10,11,*,14,93,Fairfield Area SD,White
124150503,Avon Grove SD,SD,Chester,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,12,*,*,81,Fairview SD,White
124150503,Avon Grove SD,SD,Chester,Hispanic,0,0,0,0,0,0,0,0,85,111,91,106,95,100,110,97,121,128,117,134,114,"1,409",Fannett-Metal SD,White
124150503,Avon Grove SD,SD,Chester,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,12,*,*,13,12,*,84,Farrell Area SD,Black or African American
124150503,Avon Grove SD,SD,Chester,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,Fayette County Career & Technical Instit,White
124150503,Avon Grove SD,SD,Chester,White,0,0,0,0,0,0,0,0,194,256,238,249,250,238,245,275,282,304,288,281,300,"3,400",Fell CS,White
103020753,Avonworth SD,SD,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ferndale Area SD,White
103020753,Avonworth SD,SD,Allegheny,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,45,First Philadelphia Preparatory CS,Black or African American
103020753,Avonworth SD,SD,Allegheny,Black or African American,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,*,*,*,*,*,0,40,Fleetwood Area SD,White
103020753,Avonworth SD,SD,Allegheny,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,*,*,16,*,56,Folk Arts-Cultural Treasures CS,Asian
103020753,Avonworth SD,SD,Allegheny,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,10,*,*,10,10,*,*,*,*,86,Forbes Road CTC,White
103020753,Avonworth SD,SD,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,Forbes Road SD,White
103020753,Avonworth SD,SD,Allegheny,White,0,0,0,0,0,0,0,0,141,140,128,145,140,142,118,142,128,126,121,137,111,"1,719",Forest Area SD,White
127046517,Baden Academy CS,CS,Beaver,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forest City Regional SD,White
127046517,Baden Academy CS,CS,Beaver,Asian,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,Forest Hills SD,White
127046517,Baden Academy CS,CS,Beaver,Black or African American,0,0,0,0,0,0,0,0,25,22,23,25,19,22,16,0,0,0,0,0,0,152,Fort Cherry SD,White
127046517,Baden Academy CS,CS,Beaver,Hispanic,0,0,0,0,0,0,0,0,*,*,*,0,0,*,*,0,0,0,0,0,0,10,Fort LeBoeuf SD,White
127046517,Baden Academy CS,CS,Beaver,Multi-Racial,0,0,0,0,0,0,0,0,17,*,12,22,16,15^,13,0,0,0,0,0,0,97,Fox Chapel Area SD,White
127046517,Baden Academy CS,CS,Beaver,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Franklin Area SD,White
127046517,Baden Academy CS,CS,Beaver,White,0,0,0,0,0,0,0,0,42,57,51,40,52,50,34,0,0,0,0,0,0,326,Franklin County CTC,White
110141003,Bald Eagle Area SD,SD,Centre,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,0,0,*,Franklin Regional SD,White
110141003,Bald Eagle Area SD,SD,Centre,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,*,Franklin Towne Charter Elementary School,White
110141003,Bald Eagle Area SD,SD,Centre,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,*,17,Franklin Towne CHS,White
110141003,Bald Eagle Area SD,SD,Centre,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,*,*,*,*,20,Frazier SD,White
110141003,Bald Eagle Area SD,SD,Centre,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,0,*,0,*,0,*,*,*,*,32,Frederick Douglass Mastery CS,Black or African American
110141003,Bald Eagle Area SD,SD,Centre,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,Freedom Area SD,White
110141003,Bald Eagle Area SD,SD,Centre,White,0,0,0,0,0,0,0,0,115,95,110,102,107,116,113,115,108,115,111,124,119,"1,450",Freeport Area SD,White
103021102,Baldwin-Whitehall SD,SD,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,0,0,*,Freire CS,Black or African American
103021102,Baldwin-Whitehall SD,SD,Allegheny,Asian,0,0,0,0,0,0,0,0,99,103,105,100,114,74,73,76,53,55,45,56,50,"1,003",Fulton County Center for Career and Tech,White
103021102,Baldwin-Whitehall SD,SD,Allegheny,Black or African American,0,0,0,0,0,0,0,0,16,27,23,21,21,25,23,21,20,17,17,21,21,273,Galeton Area SD,White
103021102,Baldwin-Whitehall SD,SD,Allegheny,Hispanic,0,0,0,0,0,0,0,0,*,*,*,10,*,12,*,10,*,*,*,11,*,101,Garnet Valley SD,White
103021102,Baldwin-Whitehall SD,SD,Allegheny,Multi-Racial,0,0,0,0,0,0,0,0,20,24,20,18,13,14,26,15,15^,20,16,*,15,221,Gateway SD,White
103021102,Baldwin-Whitehall SD,SD,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,*,0,*,0,0,0,*,*,0,*,*,0,0,*,General McLane SD,White
103021102,Baldwin-Whitehall SD,SD,Allegheny,White,0,0,0,0,0,0,0,0,190,206,197,207,231,193,194,236,244,248,228,269,292,"2,935",Gettysburg Area SD,White
120480803,Bangor Area SD,SD,Northampton,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,0,*,*,*,*,*,30,Gettysburg Montessori CS,White
120480803,Bangor Area SD,SD,Northampton,Asian,0,0,0,0,0,0,0,0,*,*,0,*,*,*,0,*,*,*,*,*,*,19,Gillingham Charter School,White
120480803,Bangor Area SD,SD,Northampton,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,48,Girard SD,White
120480803,Bangor Area SD,SD,Northampton,Hispanic,0,0,0,0,0,0,0,0,22,19,19,25,28,12,18,21,24,20,17,15,13,253,Glendale SD,White
120480803,Bangor Area SD,SD,Northampton,Multi-Racial,0,0,0,0,0,0,0,0,*,*,11,15,11,15,*,12,*,*,11,10,*,126,Global Leadership Academy CS,Black or African American
120480803,Bangor Area SD,SD,Northampton,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,Global Leadership Academy CS Southwest a,Black or African American
120480803,Bangor Area SD,SD,Northampton,White,0,0,0,0,0,0,0,0,162,145,159,167,164,188,183,187,190,188,194,185,187,"2,299",Governor Mifflin SD,White
118400001,Bear Creek Community CS,CS,Luzerne,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,*,Great Valley SD,White
118400001,Bear Creek Community CS,CS,Luzerne,Asian,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,*,0,0,0,0,0,*,Greater Altoona CTC,White
118400001,Bear Creek Community CS,CS,Luzerne,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,34,Greater Johnstown CTC,White
118400001,Bear Creek Community CS,CS,Luzerne,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,*,0,0,0,0,44,Greater Johnstown SD,Black or African American
118400001,Bear Creek Community CS,CS,Luzerne,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,10,*,*,*,0,0,0,0,0,0,48,Greater Latrobe SD,White
118400001,Bear Creek Community CS,CS,Luzerne,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,Greater Nanticoke Area SD,White
118400001,Bear Creek Community CS,CS,Luzerne,White,0,0,0,0,0,0,0,0,32,53,52,34,40,39,41,46,40,0,0,0,0,377,Green Woods CS,White
127041203,Beaver Area SD,SD,Beaver,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,*,0,*,Greencastle-Antrim SD,White
127041203,Beaver Area SD,SD,Beaver,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,28,Greene County CTC,White
127041203,Beaver Area SD,SD,Beaver,Black or African American,0,0,0,0,0,0,0,0,*,*,*,0,*,0,0,0,*,*,*,*,*,34,Greensburg Salem SD,White
127041203,Beaver Area SD,SD,Beaver,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,43,Greenville Area SD,White
127041203,Beaver Area SD,SD,Beaver,Multi-Racial,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,*,*,35,Greenwood SD,White
127041203,Beaver Area SD,SD,Beaver,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove City Area SD,White
127041203,Beaver Area SD,SD,Beaver,White,0,0,0,0,0,0,0,0,116,140,138,140,156,131,128,151,134,159,147,130,160,"1,830",Halifax Area SD,White
127041307,Beaver County CTC,OCCCTC,Beaver,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,Hamburg Area SD,White
127041307,Beaver County CTC,OCCCTC,Beaver,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,Hampton Township SD,White
127041307,Beaver County CTC,OCCCTC,Beaver,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,21,77,Hanover Area SD,White
127041307,Beaver County CTC,OCCCTC,Beaver,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,11,Hanover Public SD,White
127041307,Beaver County CTC,OCCCTC,Beaver,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,20^,16,38,Harambee Institute of Science and Techno,Black or African American
127041307,Beaver County CTC,OCCCTC,Beaver,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harbor Creek SD,White
127041307,Beaver County CTC,OCCCTC,Beaver,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,255,246,567,Harmony Area SD,White
127000000,Beaver Valley IU 27,IU,Beaver,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,Harrisburg City SD,Black or African American
127000000,Beaver Valley IU 27,IU,Beaver,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,*,0,0,*,Hatboro-Horsham SD,White
127000000,Beaver Valley IU 27,IU,Beaver,Black or African American,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,37,Haverford Township SD,White
127000000,Beaver Valley IU 27,IU,Beaver,Hispanic,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,Hazleton Area Career Center,Hispanic
127000000,Beaver Valley IU 27,IU,Beaver,Multi-Racial,0,0,0,0,0,0,0,0,*,*,0,*,0,*,0,*,*,*,*,*,*,19,Hazleton Area SD,Hispanic
127000000,Beaver Valley IU 27,IU,Beaver,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hempfield Area SD,White
127000000,Beaver Valley IU 27,IU,Beaver,White,0,0,0,0,0,0,25,0,*,11,*,*,*,19,10,*,13,13,*,*,31,167,Hempfield SD,White
108051003,Bedford Area SD,SD,Bedford,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,Hermitage SD,White
108051003,Bedford Area SD,SD,Bedford,Asian,0,0,0,0,0,0,0,0,*,*,0,*,0,*,*,0,*,0,*,*,0,12,Highlands SD,White
108051003,Bedford Area SD,SD,Bedford,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,*,*,*,19,Hollidaysburg Area SD,White
108051003,Bedford Area SD,SD,Bedford,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,*,*,*,*,29,Homer-Center SD,White
108051003,Bedford Area SD,SD,Bedford,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,*,*,*,45,HOPE for Hyndman CS,White
108051003,Bedford Area SD,SD,Bedford,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,Hopewell Area SD,White
108051003,Bedford Area SD,SD,Bedford,White,0,0,0,0,0,0,0,0,113,112,128,119,118,122,140,115,129,117,133,128,127,"1,601",Howard Gardner Multiple Intelligence CS,White
108051307,Bedford County Technical Center,OCCCTC,Bedford,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Huntingdon Area SD,White
108051307,Bedford County Technical Center,OCCCTC,Bedford,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Huntingdon County CTC,White
108051307,Bedford County Technical Center,OCCCTC,Bedford,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,Imhotep Institute CHS,Black or African American
